symbol,name,exchange,sector,list_date,mktcap
UMBF,UMB Financial Corp.,NASDAQ,银行,,9543721440
RVTY,"Revvity, Inc.",NYSE,,,9525643290
AXSM,"Axsome Therapeutics, Inc.",NASDAQ,,,9519477021
VFS,VinFast Auto Ltd.,NASDAQ,,,9510214100
BLDR,"Builders FirstSource, Inc.",NASDAQ,建筑材料,,9473179845
ESI,"Element Solutions, Inc.",NYSE,,,9449065440
SN,"SharkNinja, Inc.",NYSE,油气,,9405026872
ARW,"Arrow Electronics, Inc.",NYSE,销售/批发,,9403044771
FCFS,"FirstCash Holdings, Inc.",NASDAQ,,,9387626253
BXP,"BXP, Inc.",NYSE,房地产信托投资基金,,9385682744
OSK,Oshkosh Corp.,NYSE,汽车制造,,9380162294
UHALB,AMERCO,NASDAQ,,,9365090242
PEAK,"Healthpeak Properties, Inc.",NYSE,,,9356658218
MASI,Masimo Corp.,NASDAQ,医疗保健产品,,9346760871
BRX,"Brixmor Property Group, Inc.",NYSE,,,9324754818
KRMN,"Karman Holdings, Inc.",NYSE,,,9317923126
POWL,"Powell Industries, Inc.",NASDAQ,,,9308881629
UHAL.B,U-Haul Holding Co.,NYSE,,,9306199913
ZION,Zions Bancorporation NA,NASDAQ,银行,,9290853884
BAX,"Baxter International, Inc.",NYSE,,,9266733020
ONB,Old National Bancorp,NYSE,银行,,9263837983
ADC,Agree Realty Corp.,NYSE,,,9233507239
GPS,"Gap, Inc.",NYSE,,,9207884719
BAH,Booz Allen Hamilton Holding Corp.,NYSE,,,9195924802
TTC,The Toro Co.,NYSE,,,9182457542
BTSG,"BrightSpring Health Services, Inc.",NASDAQ,,,9179330951
APLD,Applied Digital Corp.,NASDAQ,,,9178916934
FRHC,Freedom Holding Corp.,NASDAQ,,,9175520237
SWKS,"Skyworks Solutions, Inc.",NASDAQ,半导体,,9171755128
CREE,"Cree, Inc.",NASDAQ,半导体,,9169389442
TEM,"Tempus AI, Inc.",NASDAQ,,,9167575808
PRIM,Primoris Services Corp.,NASDAQ,控股公司-多元经营,,9163501014
ASR,Grupo Aeroportuario del Sureste SA de CV,NYSE,,,9155700073
RYAN,"Ryan Specialty Holdings, Inc.",NYSE,,,9140226832
SLW,Silver Wheaton,NYSE,采矿,,9122859945
HBM,"Hudbay Minerals, Inc.",NYSE,采矿,,9121608635
BROS,"Dutch Bros, Inc.",NYSE,,,9114329361
DDS,"Dillard's, Inc.",NYSE,零售,,9091165617
IDCC,"InterDigital, Inc.",NASDAQ,电信,,9070253566
FIG,"Figma, Inc.",NYSE,,,9048123566
CFR,"Cullen/Frost Bankers, Inc.",NYSE,银行,,9036041077
CUBE,CubeSmart,NYSE,房地产信托投资基金,,9030747180
TAP.A,Molson Coors Beverage Co.,NYSE,,,9002135901
LUMN,"Lumen Technologies, Inc. (Louisiana)",NYSE,,,8993282823
YMM,"Full Truck Alliance Co., Ltd.",NYSE,,,8979945890
CGNX,Cognex Corp.,NASDAQ,,,8976994760
PRAX,"Praxis Precision Medicines, Inc.",NASDAQ,,,8965740211
BILI,"Bilibili, Inc.",NASDAQ,,,8939493534
GAP,"Gap, Inc.",NYSE,,,8928000918
GGB,Gerdau SA,NYSE,,,8900675541
DOCU,"DocuSign, Inc.",NASDAQ,,,8892717147
COG,Cabot Oil & Gas Corp.,NYSE,,,8892526247
CTRE,"CareTrust REIT, Inc.",NASDAQ,,,8869488665
AGNCM,AGNC Investment Corp.,NASDAQ,,,8848271179
SIRI,"SiriusXM Holdings, Inc.",NASDAQ,媒体内容,,8842859530
AOS,A. O. Smith Corp.,NYSE,,,8837671223
AGNCN,AGNC Investment Corp.,NASDAQ,,,8823256553
AGNCP,AGNC Investment Corp.,NASDAQ,,,8818879729
PRI,"Primerica, Inc.",NYSE,保险,,8814322594
SMTC,Semtech Corp.,NASDAQ,半导体,,8788146537
AGX,"Argan, Inc.",NYSE,,,8787344365
JOBY,"Joby Aviation, Inc.",NYSE,,,8784617608
PSO,Pearson Plc,NYSE,媒体内容,,8784601389
WAL,Western Alliance Bancorp.,NYSE,银行,,8740347597
HSIC,"Henry Schein, Inc.",NASDAQ,医疗保健产品,,8733473851
ZWS,Zurn Elkay Water Solutions Corp.,NYSE,,,8702370518
ABVX,Abivax SA,NASDAQ,,,8700073857
AYI,"Acuity, Inc.",NYSE,,,8648007928
BNRE.A,Brookfield Reinsurance Ltd.,NYSE,,,8604366691
ALV,"Autoliv, Inc.",NYSE,汽车制造,,8600300179
MYL,"Viatris, Inc.",NASDAQ,制药,,8586209394
LEVI,Levi Strauss & Co.,NYSE,,,8576495680
COLB,"Columbia Banking System, Inc.",NASDAQ,银行,,8575879465
LLYVK,"Liberty Live Holdings, Inc.",NASDAQ,,,8546942079
TX,Ternium SA,NYSE,,,8510919203
SSL,Sasol Ltd.,NYSE,化学制品,,8496882176
EDU,"New Oriental Education & Technology Group, Inc.",NYSE,,,8488038271
PCVX,"Vaxcyte, Inc.",NASDAQ,,,8479861599
NFG,National Fuel Gas Co.,NYSE,,,8479208043
HNP,"Huaneng Power International, Inc.",NYSE,,,8465197093
SBSW,Sibanye Stillwater Ltd.,NYSE,,,8442167081
CAMT,Camtek Ltd.,NASDAQ,电子,,8398764820
ACI,"Albertsons Cos., Inc.",NYSE,,,8386979959
CELH,"Celsius Holdings, Inc.",NASDAQ,,,8379949757
NNN,"NNN REIT, Inc.",NYSE,,,8378847638
GDS,GDS Holdings Ltd.,NASDAQ,,,8377788107
TECH,Bio-Techne Corp.,NASDAQ,医疗保健产品,,8371815446
WWE,"World Wrestling Entertainment, Inc.",NYSE,媒体内容,,8370220501
FDS,"FactSet Research Systems, Inc.",NYSE,媒体,,8365315433
AGCO,AGCO Corp.,NYSE,,,8345263526
PCOR,"Procore Technologies, Inc.",NYSE,,,8341073638
LLYVA,"Liberty Live Holdings, Inc.",NASDAQ,,,8324537676
LINE,"Lineage, Inc.",NASDAQ,油气,,8313339648
MANH,"Manhattan Associates, Inc.",NASDAQ,计算机,,8301385443
CWEN,"Clearway Energy, Inc.",NYSE,,,8297000028
CRUS,"Cirrus Logic, Inc.",NASDAQ,半导体,,8285640394
BRKS,"Brooks Automation, Inc.",NASDAQ,半导体,,8285524702
SNEX,"StoneX Group, Inc.",NASDAQ,,,8259037701
CHYM,"Chime Financial, Inc.",NASDAQ,,,8254336039
CRL,"Charles River Laboratories International, Inc.",NYSE,生物技术,,8228264812
CAE,"CAE, Inc.",NYSE,航空航天/国防,,8222123407
ESE,"ESCO Technologies, Inc.",NYSE,电子,,8207244988
SARO,"StandardAero, Inc.",NYSE,,,8189961726
SBGL,Sibanye-Stillwater Ltd.,NYSE,,,8183639810
TTEK,"Tetra Tech, Inc.",NASDAQ,环境控制,,8182837666
EMN,Eastman Chemical Co.,NYSE,化学制品,,8176680459
VRX,"Valeant Pharmaceuticals International, Inc.",NYSE,生物技术和制药,,8173601170
BOKF,BOK Financial Corp.,NASDAQ,银行,,8136977883
JXN,"Jackson Financial, Inc.",NYSE,,,8132016844
NE,Noble Corp. Plc,NYSE,油气,,8130752569
REXR,"Rexford Industrial Realty, Inc.",NYSE,,,8110108445
BNRE,Brookfield Reinsurance Ltd.,NYSE,,,8107133831
UGI,UGI Corp.,NYSE,天然气,,8106814736
NCLH,Norwegian Cruise Line Holdings Ltd.,NASDAQ,休闲,,8106434503
KEX,Kirby Corp.,NYSE,运输,,8091408875
LUK,"Jefferies Financial Group, Inc.",NYSE,,,8089821162
BIO.B,"Bio-Rad Laboratories, Inc.",NYSE,,,8082273214
IDA,"IDACORP, Inc.",NYSE,电力,,8074641850
EGO,Eldorado Gold Corp.,NYSE,,,8071470140
FRO,Frontline Plc,NYSE,,,8038912874
MSGS,Madison Square Garden Sports Corp.,NYSE,,,8027965070
ATR,"AptarGroup, Inc.",NYSE,多元化制造商,,8022282906
NUVL,"Nuvalent, Inc.",NASDAQ,,,8017362128
TAP,Molson Coors Beverage Co.,NYSE,饮料,,8000120487
HUT,Hut 8 Corp.,NASDAQ,,,7994972935
CHRD,Chord Energy Corp.,NASDAQ,,,7949091841
JHG,Janus Henderson Group Plc,NYSE,,,7945679212
NXE,NexGen Energy Ltd.,NYSE,,,7942750882
LKQ,LKQ Corp.,NASDAQ,,,7939555972
FBHS,"Fortune Brands Home & Security, Inc.",NYSE,建筑材料,,7938212741
POOL,Pool Corp.,NASDAQ,,,7936501722
WFRD,Weatherford International plc,NASDAQ,,,7934083528
KNTK,"Kinetik Holdings, Inc.",NASDAQ,,,7933711557
IBP,"Installed Building Products, Inc.",NYSE,,,7896687840
BVN,Compa帽铆a de Minas Buenaventura SAA,NYSE,,,7890102718
VSAT,"ViaSat, Inc.",NASDAQ,电信,,7886371329
SSD,"Simpson Manufacturing Co., Inc.",NYSE,建筑材料,,7873412479
QRVO,"Qorvo, Inc.",NASDAQ,,,7868856930
RXN,Rexnord Corp.,NYSE,金属构造/部件,,7865792568
ICLR,ICON plc,NASDAQ,健康护理服务,,7826128858
PPC,Pilgrim's Pride Corp.,NASDAQ,食品,,7818115225
SOLSV,"Solstice Advanced Materials, Inc.",NASDAQ,,,7817163994
AMG,"Affiliated Managers Group, Inc.",NYSE,多元化金融服务,,7765483408
CNCO,Cencosud SA,NYSE,,,7747933521
SXL,Sunoco Logistics Partners L.P.,NYSE,管道,,7746997076
AAL,"American Airlines Group, Inc.",NASDAQ,,,7705136198
WR,"Westar Energy, Inc.",NYSE,电力,,7680589344
CMC,Commercial Metals Co.,NYSE,钢铁,,7646794106
VIST,Vista Energy SAB de CV,NASDAQ,,,7626493428
ALGM,"Allegro MicroSystems, Inc.",NASDAQ,,,7619160253
MBLY,"Mobileye Global, Inc.",NASDAQ,,,7613362556
MTDR,Matador Resources Co.,NYSE,,,7597759548
ENS,EnerSys,NYSE,,,7594331015
CBSH,"Commerce Bancshares, Inc. (Missouri)",NASDAQ,银行,,7588002440
FIGR,FT Intermediate  Inc.,NASDAQ,,,7572399597
HALO,"Halozyme Therapeutics, Inc.",NASDAQ,生物技术和制药,,7568138411
STAG,"STAG Industrial, Inc.",NYSE,房地产信托投资基金,,7564603173
RIG,Transocean Ltd.,NYSE,,,7553572702
VLY,Valley National Bancorp,NYSE,银行,,7544252492
VOYA,"Voya Financial, Inc.",NYSE,保险,,7541388876
MWH,"SOLV Energy, Inc.",NASDAQ,,,7540744512
CYTK,"Cytokinetics, Inc.",NASDAQ,生物技术和制药,,7539993247
BIO,"Bio-Rad Laboratories, Inc.",NYSE,生物技术,,7529349332
TKR,The Timken Co.,NYSE,金属构造/部件,,7456133446
PARA,Paramount Global,NASDAQ,,,7443442694
AXS,AXIS Capital Holdings Ltd.,NYSE,保险,,7436006436
MOS,The Mosaic Co.,NYSE,化学制品,,7369273993
NOV,"NOV, Inc.",NYSE,油气服务,,7326217475
VFC,VF Corp.,NYSE,,,7322493206
MHG,MARINE HARVEST ASA,NYSE,,,7304889822
AL,Sumisho Air Lease Corp.,NYSE,多元化金融服务,,7282301520
AWI,"Armstrong World Industries, Inc.",NYSE,,,7279218392
CMPO,"CompoSecure, Inc.",NASDAQ,,,7268349890
FLR,Fluor Corp.,NYSE,工程建设,,7258933527
SNDKV,Sandisk Corp.,NASDAQ,,,7253279846
CIG,Companhia Energ茅tica de Minas Gerais SA,NYSE,电力,,7251829017
BEPC,Brookfield Renewable Corp.,NYSE,,,7243200705
CE,Celanese Corp.,NYSE,化学制品,,7235808803
GRUB,Just Eat Takeaway.com NV,NYSE,媒体内容,,7222859357
AAON,"AAON, Inc.",NASDAQ,建筑材料,,7208794215
CWAN,"Clearwater Analytics Holdings, Inc.",NYSE,,,7206091580
NGD,"New Gold, Inc.",NYSE,,,7188879111
YOU,"Clear Secure, Inc.",NYSE,,,7187636181
FAF,First American Financial Corp.,NYSE,保险,,7184459220
BIRK,Birkenstock Holding Plc,NYSE,,,7180244010
WGP,Western Gas Equity Partners LP,NYSE,天然气,,7163644985
IBRX,"ImmunityBio, Inc.",NASDAQ,,,7155655738
PRMB,Primo Brands Corp.,NYSE,,,7147322015
LNC,Lincoln National Corp.,NYSE,保险,,7146465079
INGR,"Ingredion, Inc.",NYSE,食品,,7124805880
SLAB,"Silicon Laboratories, Inc.",NASDAQ,半导体,,7114583842
UEC,Uranium Energy Corp.,NYSE,,,7083690149
MORN,"Morningstar, Inc.",NASDAQ,商业服务,,7077190411
VAL,Valaris Ltd.,NYSE,化学制品,,7065065241
OR,"OR Royalties, Inc.",NYSE,,,7045930149
CBG,"CBRE Group, Inc.",NYSE,,,7045629465
TEX,Terex Corp.,NYSE,机械-建筑-矿业,,7035756121
LNW,"Light & Wonder, Inc.",NASDAQ,,,7028989292
HXL,Hexcel Corp.,NYSE,,,7021516375
TRNO,Terreno Realty Corp.,NYSE,,,7021423107
SM,SM Energy Co.,NYSE,,,7017245201
CIFR,"Cipher Digital, Inc.",NASDAQ,,,7014175847
GATX,GATX Corp.,NYSE,,,7013430406
PB,"Prosperity Bancshares, Inc.",NYSE,银行,,7005994530
QGEN,QIAGEN NV,NASDAQ,医疗保健产品,,7005510702
GKOS,Glaukos Corp.,NYSE,,,7002782202
GGAL,Grupo Financiero Galicia SA,NASDAQ,银行,,7001659990
AUGO,"Aura Minerals, Inc.",NASDAQ,,,6998913277
ARE,"Alexandria Real Estate Equities, Inc.",NYSE,,,6997796661
ICL,ICL Group Ltd.,NYSE,,,6988991668
ECG,"Everus Construction Group, Inc.",NYSE,,,6977488457
ORA,"Ormat Technologies, Inc.",NYSE,,,6949782310
CHDN,"Churchill Downs, Inc.",NASDAQ,娱乐,,6934842744
BBUC,Brookfield Business Corp.,NYSE,,,6920259685
DOX,Amdocs Ltd.,NYSE,,,6912512561
AN,"AutoNation, Inc.",NYSE,,,6894274273
JCOM,"J2 Global, Inc.",NASDAQ,,,6885452327
INGM,Ingram Micro Holding Corp.,NYSE,,,6884534831
OMF,"OneMain Holdings, Inc.",NYSE,,,6867453867
KYMR,"Kymera Therapeutics, Inc.",NASDAQ,,,6845714612
QMMM,QMMM Holdings Ltd.,NASDAQ,,,6830437083
CAG,"Conagra Brands, Inc.",NYSE,食品,,6829690105
SOBO,South Bow Corp.,NYSE,,,6823010694
FSS,Federal Signal Corp.,NYSE,多元化制造商,,6804819065
BHI,Baker Hughes Incorporated,NYSE,油气服务,,6800751784
VIPS,Vipshop Holdings Ltd.,NYSE,,,6781420168
VSNTV,"Versant Media Group, Inc.",NASDAQ,,,6742260017
ACLX,"Arcellx, Inc.",NASDAQ,,,6732324986
GDI,"Gardner Denver Holdings, Inc.",NYSE,,,6728893831
JBTM,JBT Marel Corp.,NYSE,,,6721490152
QBTS,"D-Wave Quantum, Inc.",NYSE,,,6697000141
SFM,"Sprouts Farmers Market, Inc.",NASDAQ,,,6688928306
UBNT,"Ubiquiti Networks, Inc.",NASDAQ,计算机硬件,,6682588421
AROC,"Archrock, Inc.",NYSE,,,6661198258
TFPM,Triple Flag Precious Metals Corp.,NYSE,,,6659876520
JAN,"Janus Living, Inc.",NASDAQ,,,6652199099
SWX,"Southwest Gas Holdings, Inc.",NYSE,,,6635113193
BZ,Kanzhun Ltd.,NASDAQ,,,6626409788
RGEN,Repligen Corp.,NASDAQ,生物技术,,6622966646
ROAD,"Construction Partners, Inc.",NASDAQ,,,6616820326
MIDD,The Middleby Corp.,NASDAQ,,,6611443584
PLXS,Plexus Corp.,NASDAQ,,,6598309972
FSV,FirstService Corp.,NASDAQ,,,6575392395
TAL,TAL Education Group,NYSE,,,6575376043
RHP,"Ryman Hospitality Properties, Inc.",NYSE,,,6548825544
USM,United States Cellular Corp.,NYSE,,,6548140151
BYD,Boyd Gaming Corp.,NYSE,住宿,,6542071661
GXO,"GXO Logistics, Inc.",NYSE,,,6532381352
EXP,"Eagle Materials, Inc.",NYSE,建筑材料,,6522640098
MHK,"Mohawk Industries, Inc.",NYSE,纺织品,,6504667819
SAIL,"SailPoint, Inc.",NYSE,,,6492196667
RYN,"Rayonier, Inc.",NYSE,,,6489894524
MSA,"MSA Safety, Inc.",NYSE,,,6485922745
LAD,"Lithia Motors, Inc.",NYSE,零售,,6464701097
PTGX,"Protagonist Therapeutics, Inc.",NASDAQ,,,6460632596
CAR,"Avis Budget Group, Inc.",NASDAQ,商业服务,,6446402142
GBCI,"Glacier Bancorp, Inc.",NASDAQ,银行,,6432047748
WH,"Wyndham Hotels & Resorts, Inc.",NYSE,油气服务,,6422933403
AVT,"Avnet, Inc.",NYSE,电子,,6408232722
GTES,Gates Industrial Corp. Plc,NYSE,,,6397739608
APGE,"Apogee Therapeutics, Inc.",NASDAQ,,,6368401841
BLTE,"Belite Bio, Inc.",NASDAQ,,,6367673393
HIMS,"Hims & Hers Health, Inc.",NYSE,,,6366329357
THG,"The Hanover Insurance Group, Inc.",NYSE,保险,,6363190588
SITE,"SiteOne Landscape Supply, Inc.",NYSE,,,6332771993
PBCTP,"People's United Financial, Inc.",NASDAQ,,,6328335876
CORZ,"Core Scientific, Inc.",NASDAQ,,,6321363800
AMTM,"Amentum Holdings, Inc.",NYSE,,,6319140902
FNB,F.N.B. Corp. (Pennsylvania),NYSE,银行,,6311380188
CFX,Colfax Corp.,NYSE,多元化制造商,,6301565333
LEA,Lear Corp.,NYSE,汽车部件与设备,,6288104188
RIOT,"Riot Platforms, Inc.",NASDAQ,,,6285906780
SGHC,Super Group (SGHC) Ltd.,NYSE,,,6279828381
UGP,Ultrapar Participa莽oes SA,NYSE,,,6279007746
CCIV,Churchill Capital Corp. IV,NYSE,,,6274687500
NEU,NewMarket Corp.,NYSE,化学制品,,6270105525
PIPR,Piper Sandler Cos.,NYSE,,,6267790293
ENIC,Enel Chile SA,NYSE,,,6238823776
MTG,MGIC Investment Corp.,NYSE,,,6227198692
CBC,"Central Bancompany, Inc.",NASDAQ,,,6221188445
ACT,"Enact Holdings, Inc.",NYSE,,,6215038995
SEE,Sealed Air Corp.,NYSE,,,6211799235
COGT,"Cogent Biosciences, Inc.",NASDAQ,,,6206908766
NXST,"Nexstar Media Group, Inc.",NASDAQ,媒体,,6195706099
LSTR,"Landstar System, Inc.",NASDAQ,,,6195533307
LGN,Legence Corp.,NASDAQ,,,6193926401
REZI,"Resideo Technologies, Inc.",NYSE,,,6168143611
STEP,"StepStone Group, Inc.",NASDAQ,,,6163041666
CHE,Chemed Corp.,NYSE,卫生保健设施,,6151759010
ROLL,"RBC Bearings, Inc.",NASDAQ,金属构造/部件,,6144332153
CPB,The Campbell's Co.,NYSE,,,6126015824
AXTA,Axalta Coating Systems Ltd.,NYSE,,,6110235321
TERN,"Terns Pharmaceuticals, Inc.",NASDAQ,,,6109408064
DSGX,"The Descartes Systems Group, Inc.",NASDAQ,软件,,6100842702
CNTA,Centessa Pharmaceuticals Plc,NASDAQ,,,6096182650
UBSI,"United Bankshares, Inc. (West Virginia)",NASDAQ,银行,,6085799789
NPO,"Enpro, Inc.",NYSE,,,6080416526
KVYO,"Klaviyo, Inc.",NYSE,,,6077195737
ESAB,ESAB Corp.,NYSE,,,6061973127
ST,Sensata Technologies Holding Plc,NYSE,,,6056513440
ESNT,Essent Group Ltd.,NASDAQ,,,6041434150
PEGA,"Pegasystems, Inc.",NASDAQ,软件,,6028965992
EPAM,"EPAM Systems, Inc.",NYSE,,,6022194051
RUSHB,"Rush Enterprises, Inc.",NASDAQ,零售,,6016788496
DLB,"Dolby Laboratories, Inc.",NYSE,娱乐,,6011395970
TFX,"Teleflex, Inc.",NYSE,,,5996630067
SSRM,"SSR Mining, Inc.",NASDAQ,,,5985793287
BLSH,Bullish,NYSE,,,5983531187
URBN,"Urban Outfitters, Inc.",NASDAQ,零售,,5973257214
POR,Portland General Electric Co.,NYSE,电力,,5968043056
NICE,NICE Ltd. (Israel),NASDAQ,电信,,5966444329
PAYC,"Paycom Software, Inc.",NYSE,,,5954452498
LW,"Lamb Weston Holdings, Inc.",NYSE,,,5947486095
TSU,TIM SA (Brazil),NYSE,,,5945434151
SYRE,"Spyre Therapeutics, Inc.",NASDAQ,,,5926880547
CRC,California Resources Corp.,NYSE,家具家饰,,5910320923
RUSHA,"Rush Enterprises, Inc.",NASDAQ,,,5896217172
COMP,Compass  Inc.,NYSE,,,5887087020
KGS,"Kodiak Gas Services, Inc.",NYSE,,,5885798085
HFC,HollyFrontier Corp.,NYSE,,,5873235531
TMHC,Taylor Morrison Home Corp.,NYSE,,,5872955764
CENX,Century Aluminum Co.,NASDAQ,,,5869161149
ALM,"Almonty Industries, Inc.",NASDAQ,,,5858677029
LTH,"Life Time Group Holdings, Inc.",NYSE,,,5853736756
ABCB,Ameris Bancorp,NASDAQ,银行,,5850482773
CLF,"Cleveland-Cliffs, Inc.",NYSE,,,5835341496
UWMC,UWM Holdings Corp.,NYSE,,,5829513165
PTCT,"PTC Therapeutics, Inc.",NASDAQ,,,5824552826
RRR,"Red Rock Resorts, Inc.",NYSE,,,5797766094
EQPT,"EquipmentShare.com, Inc.",NASDAQ,,,5795101012
ACA,"Arcosa, Inc.",NYSE,,,5788722657
TTAN,"ServiceTitan, Inc.",NASDAQ,,,5777593199
CGON,"CG Oncology, Inc.",NASDAQ,,,5775215129
LBRDK,Liberty Broadband Corp.,NASDAQ,,,5768608936
ADT,"ADT, Inc.",NYSE,商业服务,,5767421017
LBRDA,Liberty Broadband Corp.,NASDAQ,,,5767173451
G,Genpact Ltd.,NYSE,,,5763444440
MSM,"MSC Industrial Direct Co., Inc.",NYSE,,,5743406504
MUR,Murphy Oil Corp.,NYSE,油气,,5736815200
MIRM,"Mirum Pharmaceuticals, Inc.",NASDAQ,,,5734966414
DBX,"Dropbox, Inc.",NASDAQ,,,5727325128
BKH,Black Hills Corp.,NYSE,电力,,5721597443
GOLF,Acushnet Holdings Corp.,NASDAQ,,,5700237165
KORS,Michael Kors Holdings Ltd.,NYSE,,,5696820562
MSG,Madison Square Garden Sports Corp.,NASDAQ,,,5690745334
ALKS,Alkermes Plc,NASDAQ,生物技术和制药,,5677530505
BCPC,Balchem Corp.,NASDAQ,化学制品,,5677461455
NJR,New Jersey Resources Corp.,NYSE,,,5668507194
MAC,Macerich Co.,NYSE,,,5662733811
CIGI,"Colliers International Group, Inc.",NASDAQ,,,5656171145
OBDC,Blue Owl Capital Corp.,NYSE,,,5640657419
OTEX,Open Text Corp.,NASDAQ,软件,,5638562482
MKTX,"MarketAxess Holdings, Inc.",NASDAQ,,,5635111120
EAT,"Brinker International, Inc.",NYSE,,,5625395788
DOOO,"BRP, Inc.",NASDAQ,,,5623394415
CCCS,"CCC Intelligent Solutions Holdings, Inc.",NYSE,,,5617671990
TLLP,Tesoro Logistics LP,NYSE,管道,,5616118329
WTM,White Mountains Insurance Group Ltd.,NYSE,保险,,5614834008
SGMS,Scientific Games Corp.,NASDAQ,娱乐,,5613999041
BLCO,Bausch + Lomb Corp.,NYSE,,,5602334929
AX,"Axos Financial, Inc.",NYSE,,,5599243974
SEB,Seaboard Corp.,NYSE,食品,,5582492976
LBTYB,Liberty Global Ltd.,NASDAQ,媒体内容,,5578194548
SRRK,Scholar Rock Holding Corp.,NASDAQ,,,5573784353
CNX,CNX Resources Corp.,NYSE,煤炭,,5562415715
CZR,"Caesars Entertainment, Inc.",NASDAQ,,,5558070924
CACC,Credit Acceptance Corp.,NASDAQ,,,5556712967
GRFS,Grifols SA,NASDAQ,制药,,5552005912
PSN,Parsons Corp.,NYSE,,,5549081024
VSNT,"Versant Media Group, Inc.",NASDAQ,,,5540215918
PATH,"UiPath, Inc.",NASDAQ,生物技术和制药,,5537854270
OGS,"ONE Gas, Inc.",NYSE,,,5526818123
BRKR,Bruker Corp.,NASDAQ,医疗保健产品,,5521132886
TGTX,"TG Therapeutics, Inc.",NASDAQ,生物技术和制药,,5518826347
PCTY,Paylocity Holding Corp.,NASDAQ,,,5511046874
FROG,JFrog Ltd.,NASDAQ,,,5507810793
FCN,"FTI Consulting, Inc.",NYSE,商业服务,,5507165715
RITM,Rithm Capital Corp.,NYSE,,,5496528537
IMVT,"Immunovant, Inc.",NASDAQ,,,5493333492
CHH,"Choice Hotels International, Inc.",NYSE,住宿,,5491313160
TKC,TURKCELL Iletisim Hizmetleri AS,NYSE,电信,,5482944922
KMX,"CarMax, Inc.",NYSE,零售,,5478534372
EMAT,EMAT,NASDAQ,,,5476618862
HWC,Hancock Whitney Corp.,NASDAQ,,,5472079385
GVA,"Granite Construction, Inc.",NYSE,工程建设,,5467865567
HOMB,"Home Bancshares, Inc. (Arkansas)",NASDAQ,银行,,5465110197
RGTI,"Rigetti Computing, Inc.",NASDAQ,,,5445557596
MGY,Magnolia Oil & Gas Corp.,NYSE,,,5444360436
UFPI,"UFP Industries, Inc.",NASDAQ,,,5438589946
MCY,Mercury General Corp.,NYSE,保险,,5434178523
LYFT,"Lyft, Inc.",NASDAQ,,,5433801576
OSCR,"Oscar Health, Inc.",NYSE,,,5432234463
AUB,Atlantic Union Bankshares Corp.,NASDAQ,,,5415346185
SNDR,"Schneider National, Inc.",NYSE,,,5404486439
LBRT,"Liberty Energy, Inc.",NYSE,,,5394292306
OUT,"OUTFRONT Media, Inc.",NYSE,,,5378372457
GLNG,Golar LNG Ltd.,NASDAQ,运输,,5378042798
SR,Spire Inc.,NYSE,家庭产品/用品,,5369461778
AVAL,Grupo Aval Acciones y Valores SA,NYSE,,,5366025083
GLBE,Global-e Online Ltd.,NASDAQ,,,5365717935
SPIL,"Siliconware Precision Industries Co., Ltd.",NASDAQ,半导体,,5353906575
SEI,"Solaris Energy Infrastructure, Inc.",NYSE,,,5344569330
FND,"Floor & Decor Holdings, Inc.",NYSE,,,5342012843
MATX,"Matson, Inc.",NYSE,,,5336551121
OZK,Bank OZK,NASDAQ,,,5330377304
LUNR,"Intuitive Machines, Inc.",NASDAQ,,,5328962468
AVTR,"Avantor, Inc.",NYSE,,,5314230145
CPG,Crescent Point Energy Corp.,NYSE,,,5308340516
SNRE,Sunrise Communications AG,NASDAQ,,,5304138725
OZRK,Bank of The Ozarks,NASDAQ,银行,,5304128221
ASB,Associated Banc-Corp,NYSE,,,5292199928
LOAR,"Loar Holdings, Inc.",NYSE,,,5288846298
WEX,"WEX, Inc.",NYSE,电子,,5288389936
LPX,Louisiana-Pacific Corp.,NYSE,,,5283336110
ORCC,Owl Rock Capital Corp.,NASDAQ,,,5254478816
OPEN,"Opendoor Technologies, Inc.",NASDAQ,互联网,,5251623172
LB,LandBridge Co. LLC,NYSE,,,5247840247
HASI,"HA Sustainable Infrastructure Capital, Inc.",NYSE,,,5237927188
SXT,Sensient Technologies Corp.,NYSE,化学制品,,5236790447
KLAR,Klarna Group plc,NYSE,,,5229629945
PACS,"PACS Group, Inc.",NYSE,,,5212378397
CAI,"Caris Life Sciences, Inc.",NYSE,,,5212297259
BC,Brunswick Corp.,NYSE,,,5203825166
NNI,"Nelnet, Inc.",NYSE,,,5190582110
IEP,Icahn Enterprises LP,NASDAQ,汽车部件与设备,,5190071091
SBRA,"Sabra Health Care REIT, Inc.",NASDAQ,,,5176551743
MYRG,"MYR Group, Inc.",NASDAQ,,,5138014412
BOOT,"Boot Barn Holdings, Inc.",NYSE,,,5137098034
CROX,"Crocs, Inc.",NASDAQ,,,5132320936
GHC,Graham Holdings Co.,NYSE,,,5129254902
CSWI,"CSW Industrials, Inc.",NASDAQ,,,5128021745
SIGI,"Selective Insurance Group, Inc.",NASDAQ,保险,,5125429729
M,"Macy's, Inc.",NYSE,零售,,5123567364
PLNT,"Planet Fitness, Inc.",NYSE,,,5118142750
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV,NASDAQ,,,5117710554
UUUU,"Energy Fuels, Inc.",NYSE,,,5117180218
MC,Moelis & Co.,NYSE,,,5117138958
MRP,"Millrose Properties, Inc.",NYSE,,,5099627314
